url	first_seen	portal	title	company	status	location	fingerprint	posted_at	trust_score	trust_flags	normalized_company
https://job-boards.greenhouse.io/janestreet/jobs/6302325002	2026-07-29	greenhouse-api	Quantitative Researcher	Jane Street	added	New York, New York, United States		2022-08-01			jane street
https://job-boards.greenhouse.io/scaleai/jobs/4593571005	2026-07-29	greenhouse-api	Forward Deployed Engineer, GenAI	Scale AI	added	San Francisco, CA; New York, NY		2025-08-05			scale ai
https://job-boards.greenhouse.io/scaleai/jobs/4665557005	2026-07-29	greenhouse-api	Infrastructure Software Engineer, Enterprise GenAI	Scale AI	added	San Francisco, CA; New York, NY		2026-02-24			scale ai
https://job-boards.greenhouse.io/scaleai/jobs/4625345005	2026-07-29	greenhouse-api	Machine Learning Research Engineer, Agent Data Foundation - Enterprise GenAI	Scale AI	added	San Francisco, CA; New York, NY		2025-10-31			scale ai
https://job-boards.greenhouse.io/scaleai/jobs/4625344005	2026-07-29	greenhouse-api	Machine Learning Research Engineer, Agents - Enterprise GenAI	Scale AI	added	San Francisco, CA; New York, NY		2025-10-31			scale ai
https://job-boards.greenhouse.io/scaleai/jobs/4625341005	2026-07-29	greenhouse-api	Machine Learning Systems Research Engineer, Agent Post-training - Enterprise GenAI	Scale AI	added	San Francisco, CA; New York, NY		2025-10-31			scale ai
https://job-boards.greenhouse.io/scaleai/jobs/4718431005	2026-07-29	greenhouse-api	Manager, Research Scientist	Scale AI	added	San Francisco, CA; New York, NY		2026-07-24			scale ai
https://job-boards.greenhouse.io/scaleai/jobs/4675684005	2026-07-29	greenhouse-api	Research Scientist, Agent Robustness	Scale AI	added	San Francisco, CA; New York, NY		2026-03-20			scale ai
https://job-boards.greenhouse.io/scaleai/jobs/4675694005	2026-07-29	greenhouse-api	Research Scientist, AI Controls and Monitoring	Scale AI	added	San Francisco, CA; New York, NY		2026-03-20			scale ai
https://job-boards.greenhouse.io/scaleai/jobs/4677657005	2026-07-29	greenhouse-api	Research Scientist, Frontier Risk Evaluations	Scale AI	added	San Francisco, CA; New York, NY		2026-03-25			scale ai
https://job-boards.greenhouse.io/scaleai/jobs/4696595005	2026-07-29	greenhouse-api	Research Scientist, Safety Post Training	Scale AI	added	San Francisco, CA; New York, NY		2026-05-18			scale ai
https://job-boards.greenhouse.io/scaleai/jobs/4654897005	2026-07-29	greenhouse-api	Senior Software Engineer - Agentic Tooling & Productivity	Scale AI	added	San Francisco, CA		2026-01-29			scale ai
https://job-boards.greenhouse.io/scaleai/jobs/4591298005	2026-07-29	greenhouse-api	Senior Software Engineer, GenAI	Scale AI	added	San Francisco, CA; New York, NY		2025-08-05			scale ai
https://job-boards.greenhouse.io/scaleai/jobs/4658162005	2026-07-29	greenhouse-api	Senior/Staff Machine Learning Research Engineer, General Agents, Enterprise GenAI	Scale AI	added	San Francisco, CA; New York, NY		2026-02-10			scale ai
https://job-boards.greenhouse.io/scaleai/jobs/4488520005	2026-07-29	greenhouse-api	Senior / Staff Machine Learning Research Scientist, Agents	Scale AI	added	San Francisco, CA; Seattle, WA; New York, NY		2024-10-25			scale ai
https://job-boards.greenhouse.io/scaleai/jobs/4625337005	2026-07-29	greenhouse-api	Staff Machine Learning Research Engineer, Agent Post-training - Enterprise GenAI	Scale AI	added	San Francisco, CA; New York, NY		2025-10-31			scale ai
https://job-boards.greenhouse.io/scaleai/jobs/4612403005	2026-07-29	greenhouse-api	Staff Product Manager, Agentic Platform	Scale AI	added	New York, NY; San Francisco, CA; Washington, DC		2025-10-14			scale ai
https://job-boards.greenhouse.io/scaleai/jobs/4569678005	2026-07-29	greenhouse-api	Staff Software Engineer, Enterprise GenAI	Scale AI	added	San Francisco, CA; New York, NY		2025-05-27			scale ai
