url	first_seen	portal	title	company	status	location	fingerprint	posted_at	trust_score	trust_flags	normalized_company
https://www.coinbase.com/careers/positions/8070574?gh_jid=8070574	2026-07-29	greenhouse-api	Senior Software Engineer, Frontend (Coinbase Advisor - Agentic Trading)	Coinbase	added	Remote - USA		2026-07-17			coinbase
https://www.coinbase.com/careers/positions/8083051?gh_jid=8083051	2026-07-29	greenhouse-api	Staff Applied Data Scientist, Pricing	Coinbase	added	Remote - USA		2026-07-25			coinbase
https://jobs.elastic.co/jobs?gh_jid=8079636&gh_jid=8079636	2026-07-29	greenhouse-api	Agentic AI Engineer	Elastic	added	United States		2026-07-23			elastic
https://boards.greenhouse.io/point72/jobs/7318005002?gh_jid=7318005002	2026-07-29	greenhouse-api	Cubist Quantitative Researcher	Point72	added	New York		2024-08-15			point72
https://boards.greenhouse.io/point72/jobs/7297561002?gh_jid=7297561002	2026-07-29	greenhouse-api	Equity Quantitative Researcher	Point72	added	New York		2024-08-15			point72
https://boards.greenhouse.io/point72/jobs/8389369002?gh_jid=8389369002	2026-07-29	greenhouse-api	Fund Flow Quantitative Developer	Point72	added	New York, Stamford		2026-01-23			point72
https://boards.greenhouse.io/point72/jobs/8399360002?gh_jid=8399360002	2026-07-29	greenhouse-api	GenAI Security Engineer	Point72	added	New York, NY		2026-01-30			point72
https://boards.greenhouse.io/point72/jobs/8651402002?gh_jid=8651402002	2026-07-29	greenhouse-api	Machine Learning Engineer, GenAI Technology	Point72	added	New York, NY		2026-07-27			point72
https://boards.greenhouse.io/point72/jobs/8472280002?gh_jid=8472280002	2026-07-29	greenhouse-api	Machine Learning Infrastructure Engineer, GenAI Technology	Point72	added	New York, NY		2026-04-20			point72
https://boards.greenhouse.io/point72/jobs/7302643002?gh_jid=7302643002	2026-07-29	greenhouse-api	Macro Quantitative Researcher	Point72	added	New York		2024-08-15			point72
https://boards.greenhouse.io/point72/jobs/8384470002?gh_jid=8384470002	2026-07-29	greenhouse-api	Microstructure Quantitative Researcher	Point72	added	New York		2026-01-21			point72
https://boards.greenhouse.io/point72/jobs/7661997002?gh_jid=7661997002	2026-07-29	greenhouse-api	NLP / AI Engineer	Point72	added	New York		2025-04-29			point72
https://boards.greenhouse.io/point72/jobs/8018850002?gh_jid=8018850002	2026-07-29	greenhouse-api	NLP Engineer	Point72	added	New York		2025-05-31			point72
https://boards.greenhouse.io/point72/jobs/7297616002?gh_jid=7297616002	2026-07-29	greenhouse-api	Quantitative Analyst - CIO Office	Point72	added	New York		2024-08-15			point72
https://boards.greenhouse.io/point72/jobs/7297622002?gh_jid=7297622002	2026-07-29	greenhouse-api	Quantitative Analyst / Software Developer	Point72	added	New York		2024-08-15			point72
https://boards.greenhouse.io/point72/jobs/7297511002?gh_jid=7297511002	2026-07-29	greenhouse-api	Quantitative Developer	Point72	added	Chicago		2024-08-15			point72
https://boards.greenhouse.io/point72/jobs/7297653002?gh_jid=7297653002	2026-07-29	greenhouse-api	Quantitative Developer - CIO Office	Point72	added	New York		2024-08-15			point72
https://boards.greenhouse.io/point72/jobs/7609197002?gh_jid=7609197002	2026-07-29	greenhouse-api	Quantitative Developer Intern	Point72	added	New York		2024-08-23			point72
https://boards.greenhouse.io/point72/jobs/7906984002?gh_jid=7906984002	2026-07-29	greenhouse-api	Quantitative Researcher	Point72	added	New York, Chicago		2025-03-12			point72
https://boards.greenhouse.io/point72/jobs/7586061002?gh_jid=7586061002	2026-07-29	greenhouse-api	Quantitative Researcher Intern	Point72	added	New York		2024-08-15			point72
https://boards.greenhouse.io/point72/jobs/7297513002?gh_jid=7297513002	2026-07-29	greenhouse-api	Quantitative Researcher - Machine Learning	Point72	added	New York		2024-08-15			point72
https://boards.greenhouse.io/point72/jobs/7297612002?gh_jid=7297612002	2026-07-29	greenhouse-api	Quantitative Researcher - Macro	Point72	added	New York		2024-08-15			point72
https://boards.greenhouse.io/point72/jobs/7297625002?gh_jid=7297625002	2026-07-29	greenhouse-api	Quantitative Researcher - Systematic Credit	Point72	added	Chicago, New York		2024-08-15			point72
https://boards.greenhouse.io/point72/jobs/7297643002?gh_jid=7297643002	2026-07-29	greenhouse-api	Quantitative Researcher, Trading Research	Point72	added	New York		2024-08-15			point72
https://boards.greenhouse.io/point72/jobs/7297667002?gh_jid=7297667002	2026-07-29	greenhouse-api	Quantitative Research Intern	Point72	added	New York, Seattle		2024-08-15			point72
https://boards.greenhouse.io/point72/jobs/8018862002?gh_jid=8018862002	2026-07-29	greenhouse-api	Quantitative Research Intern (NLP)	Point72	added	New York		2025-05-31			point72
https://boards.greenhouse.io/point72/jobs/8004302002?gh_jid=8004302002	2026-07-29	greenhouse-api	Quant Researcher, Power Dispatch Modeling	Point72	added	Stamford/New York		2025-05-19			point72
https://boards.greenhouse.io/point72/jobs/7297642002?gh_jid=7297642002	2026-07-29	greenhouse-api	Summer 2027 Quantitative Research Internship	Point72	added	New York		2024-08-15			point72
https://www.mongodb.com/careers/job/?gh_jid=6819978	2026-07-29	greenhouse-api	Principal Research Scientist, Database Systems	MongoDB	added	New York City; Palo Alto		2025-06-24			mongodb
https://jobs.ashbyhq.com/plaid/dab31ae8-1e25-4b63-8008-d6930ff72369	2026-07-29	ashby-api	Staff Machine Learning Engineer (Research Scientist) - DFAI	Plaid	added	San Francisco HQ · Seattle Office · Seattle · United States · New York City Office · New York		2026-05-26			plaid
https://boards.greenhouse.io/figma/jobs/5707966004?gh_jid=5707966004	2026-07-29	greenhouse-api	AI Applied Scientist	Figma	added	San Francisco, CA • New York, NY • United States		2025-12-17			figma
https://app.careerpuck.com/job-board/lyft/job/8403370002?gh_jid=8403370002	2026-07-29	greenhouse-api	Applied Scientist- Pricing, Dynamic Pricing & Offer Selection	Lyft	added	New York, NY		2026-02-11	85	company_domain_mismatch	lyft
https://app.careerpuck.com/job-board/lyft/job/8649341002?gh_jid=8649341002	2026-07-29	greenhouse-api	Manager, Applied AI Solutions & Enablement, Marketing	Lyft	added	San Francisco, CA		2026-07-24	85	company_domain_mismatch	lyft
https://app.careerpuck.com/job-board/lyft/job/8649343002?gh_jid=8649343002	2026-07-29	greenhouse-api	Staff Applied Scientist	Lyft	added	San Francisco, CA		2026-07-26	85	company_domain_mismatch	lyft
https://job-boards.greenhouse.io/zscaler/jobs/5142526007	2026-07-29	greenhouse-api	Principal GenAI Data Engineer	Zscaler	added	Bellevue, Washington, USA; Dallas, Texas, USA; San Jose, California, USA		2026-05-26			zscaler
https://job-boards.greenhouse.io/zscaler/jobs/5132492007	2026-07-29	greenhouse-api	Security Architect, Agentic AI	Zscaler	added	Remote - USA		2026-05-12			zscaler
https://job-boards.greenhouse.io/zscaler/jobs/5169428007	2026-07-29	greenhouse-api	Senior Product Marketing Manager, Zero Trust for Agentic AI	Zscaler	added	San Jose, California, USA		2026-07-16			zscaler
https://job-boards.greenhouse.io/zscaler/jobs/5146136007	2026-07-29	greenhouse-api	Senior Software Development Engineer-Network, Security, LLM (AI Security)	Zscaler	added	Bellevue, Washington, USA; San Jose, California, USA		2026-06-29			zscaler
https://job-boards.greenhouse.io/zscaler/jobs/5146138007	2026-07-29	greenhouse-api	Sr. Staff Software Development Engineer-AI Security (Network, Security, LLM)	Zscaler	added	Bellevue, Washington, USA; San Jose, California, USA		2026-05-28			zscaler
https://careers.airbnb.com/positions/7955579?gh_jid=7955579	2026-07-29	greenhouse-api	Principal Machine Learning Engineer- LLM Fine-tuning and Optimization	Airbnb	added	United States		2026-05-24			airbnb
https://job-boards.greenhouse.io/affirm/jobs/7799295003	2026-07-29	greenhouse-api	Staff Product Designer, Agentic Experiences	Affirm	added	Remote US		2026-07-13			affirm
