url	first_seen	portal	title	company	status	location	fingerprint	posted_at	trust_score	trust_flags	normalized_company
https://job-boards.greenhouse.io/gusto/jobs/7864440	2026-07-29	greenhouse-api	Senior Manager, Agentic Strategy & Operations	Gusto	added	Denver, CO;San Francisco, CA;New York, NY;Las Vegas, NV;Chicago, IL;Phoenix, AZ		2026-05-07			gusto
https://careers.duolingo.com/jobs/8610353002?gh_jid=8610353002	2026-07-29	greenhouse-api	Staff AI Research Engineer	Duolingo	added	New York, NY		2026-06-26			duolingo
https://jobs.ashbyhq.com/anyscale/1cf38233-8aa0-47f8-9d85-65ce27bc3047	2026-07-29	ashby-api	Distributed LLM Inference Engineer	Anyscale	added	San Francisco · Palo Alto · United States		2026-05-27			anyscale
https://jobs.ashbyhq.com/deepl/0f8a70b7-d28a-4db6-be61-5886863c22ea	2026-07-29	ashby-api	Developer Growth, API & Agentic AI Products	DeepL	added	Austin		2026-06-24			deepl
https://boards.greenhouse.io/cloudflare/jobs/8052785?gh_jid=8052785	2026-07-29	greenhouse-api	Software Engineer Intern (Fall 2026) - Austin, TX	Cloudflare	added	In-Office · Austin, TX		2026-07-15			cloudflare
https://zoom.wd5.myworkdayjobs.com/zoom/job/Seattle-WA/Principal-AI-Architect---Agentic-Verticals_R17319-1	2026-07-29	workday-api	Principal AI Architect - Agentic Verticals	Zoom	added	2 Locations					zoom
https://zoom.wd5.myworkdayjobs.com/zoom/job/Seattle-WA/Machine-learning-Engineer---Agentic-Retrieval_R19418-1	2026-07-29	workday-api	Machine learning Engineer - Agentic Retrieval	Zoom	added	2 Locations					zoom
https://workday.wd5.myworkdayjobs.com/workday/job/USA-CA-Pleasanton/Sr-Software-Development-Engineer--Product-Engineering---API-Platform---Agentic-AI_JR-0108225	2026-07-29	workday-api	Sr Software Engineer – API Platform & Agentic AI (Python/Typescript)	Workday	added	USA, CA, Pleasanton		2026-07-15			workday
https://workday.wd5.myworkdayjobs.com/workday/job/USA-CA-Pleasanton/Principal-AI-Researcher_JR-0107313	2026-07-29	workday-api	Principal AI Researcher	Workday	added	3 Locations					workday
https://cisco.wd5.myworkdayjobs.com/cisco_careers/job/San-Jose-California-US/Director---AI-Research-and-Engineering-Efficiency--Circuit-Platform-_2013651-1	2026-07-29	workday-api	Director - AI Research and Engineering Efficiency (Circuit Platform)	Cisco	added	San Jose, California, US		2026-07-17			cisco
https://cisco.wd5.myworkdayjobs.com/cisco_careers/job/San-Francisco-California-US/Senior-AI-Researcher_2018923	2026-07-29	workday-api	Senior AI Researcher	Cisco	added	San Francisco, California, US		2026-07-15			cisco
https://cisco.wd5.myworkdayjobs.com/cisco_careers/job/Seattle-Washington-US/Applied-AI-Scientist_2018334	2026-07-29	workday-api	Applied AI Scientist	Cisco	added	48 Locations		2026-07-09			cisco
https://cisco.wd5.myworkdayjobs.com/cisco_careers/job/San-Jose-California-US/Leader--AI-Research-Hybrid_2010916	2026-07-29	workday-api	Leader, AI Research Hybrid	Cisco	added	2 Locations					cisco
https://zoom.wd5.myworkdayjobs.com/zoom/job/Seattle-WA/Research-Scientist---AI-Incubation_R18458-1	2026-07-29	workday-api	Research Scientist - AI Incubation	Zoom	added	2 Locations					zoom
https://careers.duolingo.com/jobs/8656959002?gh_jid=8656959002	2026-07-29	greenhouse-api	Senior AI Research Engineer	Duolingo	added	New York, NY		2026-07-29			duolingo
https://cisco.wd5.myworkdayjobs.com/cisco_careers/job/San-Francisco-California-US/AI-Researcher_2018035	2026-07-30	workday-api	AI Researcher	Cisco	added	3 Locations		2026-07-30			cisco
https://cisco.wd5.myworkdayjobs.com/cisco_careers/job/Milpitas-California-US/Lead-AI-Researcher--Hybrid-_2022010	2026-08-12	workday-api	Lead AI Researcher (Hybrid)	Cisco	added	2 Locations		2026-08-12			cisco
https://zoom.wd5.myworkdayjobs.com/zoom/job/Seattle-WA/Principal-Agentic-AI-Engineer_R19536-1	2026-08-13	workday-api	Principal Agentic AI Engineer	Zoom	added	Seattle (WA)					zoom
https://cisco.wd5.myworkdayjobs.com/cisco_careers/job/San-Jose-California-US/Senior-Software-Engineer---AI---Agentic-Automation_2021749	2026-08-13	workday-api	Senior Software Engineer – AI / Agentic Automation	Cisco	added	San Jose, California, US		2026-08-13			cisco
https://cisco.wd5.myworkdayjobs.com/cisco_careers/job/San-Jose-California-US/Software-Engineer---AI---Agentic-Automation_2021747	2026-08-13	workday-api	Software Engineer – AI / Agentic Automation	Cisco	added	San Jose, California, US		2026-08-13			cisco
https://cisco.wd5.myworkdayjobs.com/cisco_careers/job/San-Francisco-California-US/Principal-AI-Researcher_2023189-1	2026-08-19	workday-api	Principal AI Researcher	Cisco	added	San Francisco, California, US		2026-08-19			cisco
https://cisco.wd5.myworkdayjobs.com/cisco_careers/job/San-Francisco-California-US/AI-Research-Scientist-II--Full-Time---United-States-ENG-CPO-AISWP-ETR_2023101	2026-08-21	workday-api	AI Research Scientist II (Full Time)- United States ENG/CPO/AISWP ETR	Cisco	added	San Francisco, California, US		2026-08-21			cisco
